time_sec,x_ref,y_ref,z_ref,x_actual,y_actual,z_actual,error_x,error_y,error_z,total_error
7.97500,9.40142,-7.05106,14.10213,9.38914,-7.04120,13.97172,-0.01228,0.00986,-0.13041,0.13135
7.98333,9.40792,-7.05594,14.11188,9.39589,-7.04627,13.98180,-0.01203,0.00967,-0.13008,0.13099
7.99167,9.41438,-7.06078,14.12157,9.40260,-7.05130,13.99182,-0.01178,0.00948,-0.12975,0.13063
8.00000,9.42080,-7.06560,14.13120,9.40928,-7.05630,14.00178,-0.01152,0.00930,-0.12942,0.13027
8.00833,9.42718,-7.07039,14.14077,9.41591,-7.06128,14.01167,-0.01127,0.00911,-0.12910,0.12991
8.01667,9.43352,-7.07514,14.15028,9.42249,-7.06622,14.02151,-0.01103,0.00892,-0.12877,0.12955
8.02500,9.43982,-7.07987,14.15973,9.42904,-7.07113,14.03128,-0.01078,0.00873,-0.12845,0.12920
8.03333,9.44608,-7.08456,14.16912,9.43555,-7.07601,14.04099,-0.01053,0.00855,-0.12813,0.12884
8.04167,9.45230,-7.08923,14.17845,9.44202,-7.08086,14.05065,-0.01028,0.00836,-0.12780,0.12849
8.05000,9.45848,-7.09386,14.18772,9.44845,-7.08568,14.06024,-0.01003,0.00818,-0.12748,0.12814
8.05833,9.46462,-7.09847,14.19693,9.45483,-7.09047,14.06977,-0.00979,0.00799,-0.12716,0.12779
8.06667,9.47072,-7.10304,14.20608,9.46118,-7.09523,14.07924,-0.00954,0.00781,-0.12684,0.12744
8.07500,9.47678,-7.10759,14.21517,9.46748,-7.09996,14.08865,-0.00930,0.00762,-0.12652,0.12709
8.08333,9.48280,-7.11210,14.22420,9.47375,-7.10466,14.09800,-0.00906,0.00744,-0.12620,0.12675
8.09167,9.48878,-7.11659,14.23318,9.47997,-7.10933,14.10729,-0.00881,0.00726,-0.12589,0.12640
8.10000,9.49472,-7.12104,14.24209,9.48615,-7.11397,14.11652,-0.00857,0.00708,-0.12557,0.12606
8.10833,9.50063,-7.12547,14.25094,9.49230,-7.11857,14.12568,-0.00833,0.00690,-0.12526,0.12572
8.11667,9.50649,-7.12987,14.25973,9.49840,-7.12315,14.13479,-0.00809,0.00672,-0.12494,0.12538
8.12500,9.51231,-7.13423,14.26847,9.50446,-7.12770,14.14384,-0.00785,0.00654,-0.12463,0.12505
8.13333,9.51809,-7.13857,14.27714,9.51048,-7.13221,14.15282,-0.00761,0.00636,-0.12432,0.12471
8.14167,9.52384,-7.14288,14.28575,9.51646,-7.13670,14.16175,-0.00737,0.00618,-0.12400,0.12438
8.15000,9.52954,-7.14715,14.29431,9.52240,-7.14115,14.17061,-0.00713,0.00600,-0.12369,0.12404
8.15833,9.53520,-7.15140,14.30280,9.52830,-7.14558,14.17942,-0.00690,0.00582,-0.12338,0.12371
8.16667,9.54083,-7.15562,14.31124,9.53416,-7.14997,14.18816,-0.00666,0.00565,-0.12308,0.12338
8.17500,9.54641,-7.15981,14.31961,9.53998,-7.15434,14.19685,-0.00643,0.00547,-0.12277,0.12306
8.18333,9.55195,-7.16397,14.32793,9.54576,-7.15867,14.20547,-0.00619,0.00529,-0.12246,0.12273
8.19167,9.55746,-7.16810,14.33619,9.55150,-7.16298,14.21403,-0.00596,0.00512,-0.12216,0.12241
8.20000,9.56293,-7.17219,14.34439,9.55720,-7.16725,14.22254,-0.00573,0.00494,-0.12185,0.12209
8.20833,9.56835,-7.17627,14.35253,9.56286,-7.17149,14.23098,-0.00550,0.00477,-0.12155,0.12177
8.21667,9.57374,-7.18031,14.36061,9.56847,-7.17571,14.23937,-0.00527,0.00460,-0.12125,0.12145
8.22500,9.57909,-7.18432,14.36863,9.57405,-7.17989,14.24769,-0.00504,0.00442,-0.12094,0.12113
8.23333,9.58440,-7.18830,14.37660,9.57959,-7.18405,14.25595,-0.00481,0.00425,-0.12064,0.12081
8.24167,9.58967,-7.19225,14.38450,9.58509,-7.18817,14.26416,-0.00458,0.00408,-0.12034,0.12050
8.25000,9.59490,-7.19617,14.39235,9.59054,-7.19226,14.27230,-0.00435,0.00391,-0.12005,0.12019
8.25833,9.60009,-7.20007,14.40013,9.59596,-7.19633,14.28038,-0.00413,0.00374,-0.11975,0.11988
8.26667,9.60524,-7.20393,14.40786,9.60134,-7.20036,14.28841,-0.00390,0.00357,-0.11945,0.11957
8.27500,9.61036,-7.20777,14.41553,9.60668,-7.20436,14.29637,-0.00368,0.00340,-0.11916,0.11926
8.28333,9.61543,-7.21157,14.42315,9.61197,-7.20834,14.30428,-0.00346,0.00324,-0.11887,0.11896
8.29167,9.62047,-7.21535,14.43070,9.61723,-7.21228,14.31213,-0.00323,0.00307,-0.11857,0.11866
8.30000,9.62546,-7.21910,14.43819,9.62245,-7.21619,14.31991,-0.00301,0.00290,-0.11828,0.11836
8.30833,9.63042,-7.22282,14.44563,9.62763,-7.22008,14.32764,-0.00279,0.00274,-0.11799,0.11806
8.31667,9.63534,-7.22650,14.45301,9.63277,-7.22393,14.33531,-0.00257,0.00257,-0.11770,0.11776
8.32500,9.64022,-7.23016,14.46033,9.63787,-7.22775,14.34292,-0.00235,0.00241,-0.11741,0.11746
8.33333,9.64506,-7.23380,14.46759,9.64292,-7.23155,14.35047,-0.00214,0.00225,-0.11713,0.11717
8.34167,9.64986,-7.23740,14.47480,9.64794,-7.23531,14.35796,-0.00192,0.00209,-0.11684,0.11688
8.35000,9.65463,-7.24097,14.48194,9.65292,-7.23905,14.36539,-0.00171,0.00192,-0.11656,0.11659
8.35833,9.65936,-7.24452,14.48903,9.65786,-7.24275,14.37276,-0.00149,0.00176,-0.11627,0.11630
8.36667,9.66404,-7.24803,14.49607,9.66277,-7.24643,14.38007,-0.00128,0.00160,-0.11599,0.11601
8.37500,9.66869,-7.25152,14.50304,9.66763,-7.25008,14.38733,-0.00107,0.00144,-0.11571,0.11572
8.38333,9.67330,-7.25498,14.50996,9.67245,-7.25369,14.39453,-0.00086,0.00128,-0.11543,0.11544
8.39167,9.67788,-7.25841,14.51682,9.67723,-7.25728,14.40166,-0.00065,0.00113,-0.11515,0.11516
8.40000,9.68241,-7.26181,14.52362,9.68198,-7.26084,14.40874,-0.00044,0.00097,-0.11488,0.11488
8.40833,9.68691,-7.26518,14.53036,9.68668,-7.26437,14.41577,-0.00023,0.00081,-0.11460,0.11460
8.41667,9.69137,-7.26853,14.53705,9.69135,-7.26787,14.42273,-0.00002,0.00066,-0.11432,0.11433
8.42500,9.69579,-7.27184,14.54368,9.69597,-7.27134,14.42963,0.00018,0.00050,-0.11405,0.11405
8.43333,9.70017,-7.27513,14.55026,9.70056,-7.27478,14.43648,0.00039,0.00035,-0.11378,0.11378
8.44167,9.70452,-7.27839,14.55678,9.70511,-7.27819,14.44327,0.00059,0.00020,-0.11351,0.11351
8.45000,9.70882,-7.28162,14.56324,9.70962,-7.28157,14.45000,0.00080,0.00005,-0.11324,0.11324
8.45833,9.71309,-7.28482,14.56964,9.71409,-7.28493,14.45667,0.00100,-0.00011,-0.11297,0.11297
8.46667,9.71733,-7.28799,14.57599,9.71852,-7.28825,14.46329,0.00120,-0.00026,-0.11270,0.11271
8.47500,9.72152,-7.29114,14.58228,9.72292,-7.29155,14.46985,0.00140,-0.00041,-0.11244,0.11244
8.48333,9.72568,-7.29426,14.58852,9.72727,-7.29481,14.47635,0.00159,-0.00055,-0.11217,0.11218
8.49167,9.72980,-7.29735,14.59470,9.73159,-7.29805,14.48279,0.00179,-0.00070,-0.11191,0.11192
8.50000,9.73388,-7.30041,14.60082,9.73587,-7.30126,14.48918,0.00199,-0.00085,-0.11164,0.11167
8.50833,9.73793,-7.30345,14.60689,9.74011,-7.30444,14.49551,0.00218,-0.00100,-0.11138,0.11141
8.51667,9.74194,-7.30645,14.61290,9.74431,-7.30759,14.50178,0.00238,-0.00114,-0.11112,0.11116
8.52500,9.74591,-7.30943,14.61886,9.74847,-7.31072,14.50799,0.00257,-0.00129,-0.11087,0.11090
8.53333,9.74984,-7.31238,14.62476,9.75260,-7.31381,14.51415,0.00276,-0.00143,-0.11061,0.11065
8.54167,9.75374,-7.31530,14.63061,9.75669,-7.31688,14.52025,0.00295,-0.00157,-0.11035,0.11040
8.55000,9.75760,-7.31820,14.63640,9.76074,-7.31991,14.52630,0.00314,-0.00171,-0.11010,0.11016
8.55833,9.76142,-7.32107,14.64214,9.76475,-7.32292,14.53229,0.00333,-0.00185,-0.10985,0.10991
8.56667,9.76521,-7.32391,14.64782,9.76872,-7.32590,14.53822,0.00351,-0.00199,-0.10960,0.10967
8.57500,9.76896,-7.32672,14.65344,9.77266,-7.32886,14.54410,0.00370,-0.00213,-0.10934,0.10943
8.58333,9.77268,-7.32951,14.65901,9.77656,-7.33178,14.54992,0.00388,-0.00227,-0.10910,0.10919
8.59167,9.77635,-7.33227,14.66453,9.78042,-7.33468,14.55568,0.00406,-0.00241,-0.10885,0.10895
8.60000,9.78000,-7.33500,14.67000,9.78424,-7.33754,14.56139,0.00425,-0.00255,-0.10860,0.10872
8.60833,9.78360,-7.33770,14.67540,9.78803,-7.34038,14.56705,0.00443,-0.00268,-0.10836,0.10848
8.61667,9.78717,-7.34038,14.68076,9.79178,-7.34320,14.57265,0.00461,-0.00282,-0.10811,0.10825
8.62500,9.79071,-7.34303,14.68606,9.79549,-7.34598,14.57819,0.00478,-0.00295,-0.10787,0.10802
8.63333,9.79421,-7.34565,14.69131,9.79917,-7.34874,14.58368,0.00496,-0.00308,-0.10763,0.10779
8.64167,9.79767,-7.34825,14.69650,9.80280,-7.35147,14.58911,0.00514,-0.00321,-0.10739,0.10756
8.65000,9.80109,-7.35082,14.70164,9.80641,-7.35417,14.59449,0.00531,-0.00335,-0.10715,0.10734
8.65833,9.80449,-7.35336,14.70673,9.80997,-7.35684,14.59981,0.00548,-0.00348,-0.10692,0.10711
8.66667,9.80784,-7.35588,14.71176,9.81350,-7.35949,14.60508,0.00566,-0.00360,-0.10668,0.10689
8.67500,9.81116,-7.35837,14.71674,9.81699,-7.36210,14.61029,0.00583,-0.00373,-0.10645,0.10667
8.68333,9.81445,-7.36084,14.72167,9.82044,-7.36470,14.61546,0.00600,-0.00386,-0.10622,0.10646
8.69167,9.81770,-7.36327,14.72655,9.82386,-7.36726,14.62056,0.00616,-0.00399,-0.10599,0.10624
8.70000,9.82091,-7.36569,14.73137,9.82724,-7.36980,14.62561,0.00633,-0.00411,-0.10576,0.10603
8.70833,9.82409,-7.36807,14.73614,9.83059,-7.37231,14.63061,0.00650,-0.00424,-0.10553,0.10581
8.71667,9.82724,-7.37043,14.74086,9.83390,-7.37479,14.63556,0.00666,-0.00436,-0.10530,0.10560
8.72500,9.83035,-7.37276,14.74553,9.83718,-7.37724,14.64045,0.00682,-0.00448,-0.10508,0.10539
8.73333,9.83343,-7.37507,14.75014,9.84041,-7.37967,14.64529,0.00699,-0.00460,-0.10485,0.10519
8.74167,9.83647,-7.37735,14.75470,9.84362,-7.38208,14.65007,0.00715,-0.00472,-0.10463,0.10498
8.75000,9.83948,-7.37961,14.75922,9.84678,-7.38445,14.65481,0.00731,-0.00484,-0.10441,0.10478
8.75833,9.84245,-7.38184,14.76368,9.84991,-7.38680,14.65949,0.00746,-0.00496,-0.10419,0.10458
8.76667,9.84539,-7.38404,14.76809,9.85301,-7.38912,14.66411,0.00762,-0.00508,-0.10397,0.10438
8.77500,9.84830,-7.38622,14.77244,9.85607,-7.39142,14.66869,0.00777,-0.00520,-0.10376,0.10418
8.78333,9.85117,-7.38838,14.77675,9.85910,-7.39369,14.67321,0.00793,-0.00531,-0.10354,0.10398
8.79167,9.85401,-7.39050,14.78101,9.86209,-7.39593,14.67768,0.00808,-0.00543,-0.10333,0.10379
8.80000,9.85681,-7.39261,14.78522,9.86504,-7.39815,14.68210,0.00823,-0.00554,-0.10312,0.10359
8.80833,9.85958,-7.39469,14.78937,9.86796,-7.40034,14.68647,0.00838,-0.00565,-0.10291,0.10340
8.81667,9.86232,-7.39674,14.79348,9.87085,-7.40250,14.69078,0.00853,-0.00576,-0.10270,0.10321
8.82500,9.86502,-7.39877,14.79754,9.87370,-7.40464,14.69505,0.00868,-0.00587,-0.10249,0.10302
8.83333,9.86770,-7.40077,14.80154,9.87652,-7.40676,14.69926,0.00882,-0.00598,-0.10228,0.10284
8.84167,9.87033,-7.40275,14.80550,9.87930,-7.40884,14.70342,0.00897,-0.00609,-0.10208,0.10265
8.85000,9.87294,-7.40471,14.80941,9.88205,-7.41091,14.70754,0.00911,-0.00620,-0.10188,0.10247
8.85833,9.87551,-7.40664,14.81327,9.88477,-7.41294,14.71160,0.00925,-0.00631,-0.10167,0.10229
8.86667,9.87805,-7.40854,14.81708,9.88745,-7.41495,14.71561,0.00940,-0.00641,-0.10147,0.10211
8.87500,9.88056,-7.41042,14.82084,9.89010,-7.41694,14.71957,0.00953,-0.00652,-0.10127,0.10193
8.88333,9.88304,-7.41228,14.82456,9.89271,-7.41890,14.72348,0.00967,-0.00662,-0.10108,0.10175
8.89167,9.88548,-7.41411,14.82822,9.89529,-7.42084,14.72734,0.00981,-0.00672,-0.10088,0.10158
8.90000,9.88790,-7.41592,14.83184,9.89784,-7.42275,14.73116,0.00994,-0.00683,-0.10069,0.10141
8.90833,9.89028,-7.41771,14.83541,9.90035,-7.42463,14.73492,0.01008,-0.00693,-0.10049,0.10124
8.91667,9.89262,-7.41947,14.83894,9.90283,-7.42649,14.73863,0.01021,-0.00703,-0.10030,0.10107
8.92500,9.89494,-7.42121,14.84241,9.90528,-7.42833,14.74230,0.01034,-0.00712,-0.10011,0.10090
8.93333,9.89723,-7.42292,14.84584,9.90770,-7.43014,14.74591,0.01047,-0.00722,-0.09993,0.10073
8.94167,9.89948,-7.42461,14.84922,9.91008,-7.43193,14.74948,0.01060,-0.00732,-0.09974,0.10057
8.95000,9.90170,-7.42628,14.85256,9.91243,-7.43369,14.75300,0.01073,-0.00741,-0.09955,0.10040
8.95833,9.90390,-7.42792,14.85585,9.91475,-7.43543,14.75647,0.01085,-0.00751,-0.09937,0.10024
8.96667,9.90606,-7.42954,14.85909,9.91704,-7.43714,14.75990,0.01098,-0.00760,-0.09919,0.10008
8.97500,9.90819,-7.43114,14.86228,9.91929,-7.43884,14.76328,0.01110,-0.00769,-0.09901,0.09992
8.98333,9.91029,-7.43272,14.86543,9.92151,-7.44050,14.76661,0.01122,-0.00778,-0.09883,0.09977
8.99167,9.91236,-7.43427,14.86854,9.92370,-7.44214,14.76989,0.01134,-0.00787,-0.09865,0.09961
9.00000,9.91440,-7.43580,14.87160,9.92586,-7.44376,14.77312,0.01146,-0.00796,-0.09848,0.09946
9.00833,9.91641,-7.43731,14.87462,9.92799,-7.44536,14.77631,0.01158,-0.00805,-0.09830,0.09931
9.01667,9.91839,-7.43879,14.87759,9.93008,-7.44693,14.77946,0.01169,-0.00814,-0.09813,0.09916
9.02500,9.92034,-7.44026,14.88051,9.93215,-7.44848,14.78255,0.01181,-0.00823,-0.09796,0.09901
9.03333,9.92226,-7.44170,14.88339,9.93418,-7.45001,14.78561,0.01192,-0.00831,-0.09779,0.09886
9.04167,9.92415,-7.44312,14.88623,9.93619,-7.45151,14.78861,0.01203,-0.00839,-0.09762,0.09871
9.05000,9.92602,-7.44451,14.88902,9.93816,-7.45299,14.79157,0.01214,-0.00848,-0.09745,0.09857
9.05833,9.92785,-7.44589,14.89177,9.94010,-7.45445,14.79449,0.01225,-0.00856,-0.09729,0.09843
9.06667,9.92965,-7.44724,14.89448,9.94201,-7.45588,14.79736,0.01236,-0.00864,-0.09712,0.09829
9.07500,9.93143,-7.44857,14.89714,9.94390,-7.45729,14.80018,0.01247,-0.00872,-0.09696,0.09815
9.08333,9.93318,-7.44988,14.89977,9.94575,-7.45868,14.80297,0.01257,-0.00880,-0.09680,0.09801
9.09167,9.93490,-7.45117,14.90234,9.94757,-7.46005,14.80570,0.01267,-0.00888,-0.09664,0.09787
9.10000,9.93659,-7.45244,14.90488,9.94936,-7.46139,14.80840,0.01278,-0.00895,-0.09648,0.09774
9.10833,9.93825,-7.45369,14.90738,9.95113,-7.46272,14.81105,0.01288,-0.00903,-0.09633,0.09760
9.11667,9.93989,-7.45491,14.90983,9.95286,-7.46402,14.81366,0.01298,-0.00910,-0.09617,0.09747
9.12500,9.94149,-7.45612,14.91224,9.95457,-7.46530,14.81622,0.01307,-0.00918,-0.09602,0.09734
9.13333,9.94307,-7.45730,14.91461,9.95624,-7.46655,14.81874,0.01317,-0.00925,-0.09587,0.09721
9.14167,9.94463,-7.45847,14.91694,9.95789,-7.46779,14.82122,0.01326,-0.00932,-0.09572,0.09708
9.15000,9.94615,-7.45961,14.91923,9.95951,-7.46900,14.82366,0.01336,-0.00939,-0.09557,0.09695
9.15833,9.94765,-7.46074,14.92148,9.96110,-7.47020,14.82605,0.01345,-0.00946,-0.09542,0.09683
9.16667,9.94912,-7.46184,14.92368,9.96266,-7.47137,14.82841,0.01354,-0.00953,-0.09528,0.09670
9.17500,9.95057,-7.46293,14.92585,9.96420,-7.47252,14.83072,0.01363,-0.00960,-0.09513,0.09658
9.18333,9.95199,-7.46399,14.92798,9.96571,-7.47365,14.83299,0.01372,-0.00966,-0.09499,0.09646
9.19167,9.95338,-7.46504,14.93007,9.96718,-7.47476,14.83522,0.01380,-0.00973,-0.09485,0.09634
9.20000,9.95475,-7.46606,14.93212,9.96864,-7.47585,14.83741,0.01389,-0.00979,-0.09471,0.09622
9.20833,9.95609,-7.46707,14.93413,9.97006,-7.47692,14.83956,0.01397,-0.00985,-0.09457,0.09611
9.21667,9.95740,-7.46805,14.93611,9.97146,-7.47797,14.84167,0.01406,-0.00992,-0.09444,0.09599
9.22500,9.95870,-7.46902,14.93804,9.97283,-7.47900,14.84374,0.01414,-0.00998,-0.09430,0.09588
9.23333,9.95996,-7.46997,14.93994,9.97418,-7.48001,14.84577,0.01422,-0.01004,-0.09417,0.09576
9.24167,9.96120,-7.47090,14.94180,9.97549,-7.48099,14.84776,0.01429,-0.01009,-0.09404,0.09565
9.25000,9.96242,-7.47181,14.94362,9.97679,-7.48196,14.84972,0.01437,-0.01015,-0.09391,0.09554
9.25833,9.96361,-7.47271,14.94541,9.97805,-7.48291,14.85163,0.01445,-0.01021,-0.09378,0.09543
9.26667,9.96477,-7.47358,14.94716,9.97929,-7.48384,14.85351,0.01452,-0.01026,-0.09365,0.09532
9.27500,9.96592,-7.47444,14.94887,9.98051,-7.48476,14.85535,0.01459,-0.01032,-0.09353,0.09522
9.28333,9.96703,-7.47528,14.95055,9.98170,-7.48565,14.85715,0.01466,-0.01037,-0.09340,0.09511
9.29167,9.96813,-7.47610,14.95219,9.98286,-7.48652,14.85891,0.01473,-0.01042,-0.09328,0.09501
9.30000,9.96920,-7.47690,14.95380,9.98400,-7.48738,14.86064,0.01480,-0.01048,-0.09316,0.09491
9.30833,9.97025,-7.47769,14.95537,9.98512,-7.48821,14.86233,0.01487,-0.01053,-0.09304,0.09481
9.31667,9.97127,-7.47845,14.95691,9.98621,-7.48903,14.86399,0.01493,-0.01057,-0.09292,0.09471
9.32500,9.97228,-7.47921,14.95841,9.98727,-7.48983,14.86561,0.01500,-0.01062,-0.09281,0.09461
9.33333,9.97325,-7.47994,14.95988,9.98831,-7.49061,14.86719,0.01506,-0.01067,-0.09269,0.09451
9.34167,9.97421,-7.48066,14.96132,9.98933,-7.49137,14.86874,0.01512,-0.01072,-0.09258,0.09441
9.35000,9.97515,-7.48136,14.96272,9.99033,-7.49212,14.87025,0.01518,-0.01076,-0.09247,0.09432
9.35833,9.97606,-7.48204,14.96409,9.99130,-7.49285,14.87173,0.01524,-0.01080,-0.09236,0.09423
9.36667,9.97695,-7.48271,14.96542,9.99224,-7.49356,14.87318,0.01529,-0.01085,-0.09225,0.09413
9.37500,9.97782,-7.48336,14.96673,9.99317,-7.49425,14.87459,0.01535,-0.01089,-0.09214,0.09404
9.38333,9.97867,-7.48400,14.96800,9.99407,-7.49493,14.87596,0.01540,-0.01093,-0.09203,0.09395
9.39167,9.97949,-7.48462,14.96924,9.99495,-7.49559,14.87731,0.01546,-0.01097,-0.09193,0.09386
9.40000,9.98030,-7.48522,14.97045,9.99581,-7.49623,14.87862,0.01551,-0.01101,-0.09183,0.09378
9.40833,9.98108,-7.48581,14.97162,9.99664,-7.49686,14.87990,0.01556,-0.01105,-0.09173,0.09369
9.41667,9.98185,-7.48639,14.97277,9.99745,-7.49747,14.88114,0.01561,-0.01108,-0.09163,0.09360
9.42500,9.98259,-7.48694,14.97389,9.99825,-7.49806,14.88236,0.01565,-0.01112,-0.09153,0.09352
9.43333,9.98332,-7.48749,14.97497,9.99902,-7.49864,14.88354,0.01570,-0.01115,-0.09143,0.09344
9.44167,9.98402,-7.48801,14.97603,9.99976,-7.49920,14.88469,0.01574,-0.01119,-0.09134,0.09336
9.45000,9.98470,-7.48853,14.97706,10.00049,-7.49975,14.88582,0.01579,-0.01122,-0.09124,0.09327
9.45833,9.98537,-7.48903,14.97806,10.00120,-7.50028,14.88691,0.01583,-0.01125,-0.09115,0.09320
9.46667,9.98602,-7.48951,14.97903,10.00189,-7.50079,14.88797,0.01587,-0.01128,-0.09106,0.09312
9.47500,9.98665,-7.48998,14.97997,10.00255,-7.50129,14.88900,0.01591,-0.01131,-0.09097,0.09304
9.48333,9.98725,-7.49044,14.98088,10.00320,-7.50178,14.89000,0.01595,-0.01134,-0.09088,0.09296
9.49167,9.98785,-7.49088,14.98177,10.00383,-7.50225,14.89097,0.01598,-0.01137,-0.09080,0.09289
9.50000,9.98842,-7.49131,14.98263,10.00444,-7.50271,14.89192,0.01602,-0.01139,-0.09071,0.09282
9.50833,9.98897,-7.49173,14.98346,10.00502,-7.50315,14.89283,0.01605,-0.01142,-0.09063,0.09274
9.51667,9.98951,-7.49213,14.98427,10.00559,-7.50357,14.89372,0.01608,-0.01144,-0.09054,0.09267
9.52500,9.99003,-7.49252,14.98505,10.00615,-7.50399,14.89458,0.01611,-0.01146,-0.09046,0.09260
9.53333,9.99054,-7.49290,14.98580,10.00668,-7.50439,14.89542,0.01614,-0.01149,-0.09039,0.09253
9.54167,9.99102,-7.49327,14.98653,10.00719,-7.50477,14.89622,0.01617,-0.01151,-0.09031,0.09246
9.55000,9.99149,-7.49362,14.98724,10.00769,-7.50515,14.89701,0.01620,-0.01153,-0.09023,0.09240
9.55833,9.99195,-7.49396,14.98792,10.00817,-7.50551,14.89776,0.01622,-0.01155,-0.09016,0.09233
9.56667,9.99238,-7.49429,14.98857,10.00863,-7.50585,14.89849,0.01625,-0.01157,-0.09008,0.09226
9.57500,9.99280,-7.49460,14.98921,10.00907,-7.50619,14.89919,0.01627,-0.01158,-0.09001,0.09220
9.58333,9.99321,-7.49491,14.98982,10.00950,-7.50651,14.89987,0.01629,-0.01160,-0.08994,0.09214
9.59167,9.99360,-7.49520,14.99040,10.00991,-7.50681,14.90053,0.01631,-0.01161,-0.08987,0.09208
9.60000,9.99398,-7.49548,14.99097,10.01031,-7.50711,14.90116,0.01633,-0.01163,-0.08981,0.09202
9.60833,9.99434,-7.49575,14.99151,10.01068,-7.50739,14.90177,0.01635,-0.01164,-0.08974,0.09196
9.61667,9.99469,-7.49601,14.99203,10.01105,-7.50767,14.90235,0.01636,-0.01165,-0.08967,0.09190
9.62500,9.99502,-7.49626,14.99253,10.01139,-7.50793,14.90292,0.01638,-0.01166,-0.08961,0.09184
9.63333,9.99534,-7.49650,14.99301,10.01173,-7.50817,14.90346,0.01639,-0.01167,-0.08955,0.09178
9.64167,9.99564,-7.49673,14.99346,10.01206,-7.50839,14.90397,0.01641,-0.01166,-0.08949,0.09173
9.65000,9.99593,-7.49695,14.99390,10.01237,-7.50858,14.90447,0.01644,-0.01163,-0.08943,0.09167
9.65833,9.99621,-7.49716,14.99432,10.01269,-7.50875,14.90494,0.01648,-0.01159,-0.08938,0.09162
9.66667,9.99648,-7.49736,14.99472,10.01302,-7.50888,14.90539,0.01654,-0.01152,-0.08932,0.09157
9.67500,9.99673,-7.49755,14.99510,10.01335,-7.50898,14.90582,0.01662,-0.01143,-0.08927,0.09152
9.68333,9.99697,-7.49773,14.99546,10.01370,-7.50906,14.90623,0.01672,-0.01133,-0.08923,0.09149
9.69167,9.99720,-7.49790,14.99580,10.01406,-7.50912,14.90662,0.01686,-0.01121,-0.08918,0.09145
9.70000,9.99742,-7.49807,14.99613,10.01444,-7.50916,14.90699,0.01702,-0.01109,-0.08914,0.09143
9.70833,9.99763,-7.49822,14.99644,10.01485,-7.50918,14.90734,0.01722,-0.01096,-0.08910,0.09141
9.71667,9.99782,-7.49837,14.99673,10.01527,-7.50920,14.90767,0.01745,-0.01083,-0.08906,0.09140
9.72500,9.99801,-7.49850,14.99701,10.01570,-7.50921,14.90798,0.01770,-0.01071,-0.08902,0.09140
9.73333,9.99818,-7.49863,14.99727,10.01616,-7.50922,14.90828,0.01798,-0.01059,-0.08899,0.09140
9.74167,9.99834,-7.49876,14.99751,10.01662,-7.50923,14.90856,0.01828,-0.01048,-0.08896,0.09142
9.75000,9.99850,-7.49887,14.99774,10.01709,-7.50925,14.90882,0.01860,-0.01037,-0.08892,0.09144
9.75833,9.99864,-7.49898,14.99796,10.01757,-7.50926,14.90906,0.01893,-0.01028,-0.08889,0.09147
9.76667,9.99877,-7.49908,14.99816,10.01805,-7.50928,14.90930,0.01927,-0.01020,-0.08887,0.09150
9.77500,9.99890,-7.49917,14.99835,10.01853,-7.50931,14.90951,0.01963,-0.01013,-0.08884,0.09154
9.78333,9.99902,-7.49926,14.99852,10.01900,-7.50933,14.90971,0.01999,-0.01007,-0.08881,0.09159
9.79167,9.99912,-7.49934,14.99869,10.01948,-7.50936,14.90990,0.02035,-0.01002,-0.08878,0.09163
9.80000,9.99922,-7.49942,14.99884,10.01994,-7.50939,14.91008,0.02072,-0.00997,-0.08876,0.09169
9.80833,9.99932,-7.49949,14.99897,10.02041,-7.50941,14.91024,0.02109,-0.00992,-0.08873,0.09174
9.81667,9.99940,-7.49955,14.99910,10.02086,-7.50944,14.91039,0.02146,-0.00989,-0.08871,0.09180
9.82500,9.99948,-7.49961,14.99922,10.02131,-7.50946,14.91053,0.02183,-0.00985,-0.08868,0.09186
9.83333,9.99955,-7.49966,14.99932,10.02175,-7.50948,14.91066,0.02220,-0.00982,-0.08866,0.09192
9.84167,9.99961,-7.49971,14.99942,10.02218,-7.50950,14.91078,0.02257,-0.00979,-0.08864,0.09199
9.85000,9.99967,-7.49975,14.99951,10.02261,-7.50951,14.91089,0.02294,-0.00976,-0.08862,0.09206
9.85833,9.99972,-7.49979,14.99958,10.02302,-7.50952,14.91098,0.02330,-0.00973,-0.08860,0.09213
9.86667,9.99977,-7.49983,14.99965,10.02343,-7.50953,14.91107,0.02366,-0.00971,-0.08858,0.09220
9.87500,9.99981,-7.49986,14.99971,10.02383,-7.50954,14.91115,0.02402,-0.00968,-0.08856,0.09227
9.88333,9.99984,-7.49988,14.99977,10.02422,-7.50954,14.91122,0.02437,-0.00966,-0.08854,0.09234
9.89167,9.99987,-7.49991,14.99981,10.02459,-7.50954,14.91129,0.02472,-0.00963,-0.08853,0.09242
9.90000,9.99990,-7.49993,14.99985,10.02496,-7.50954,14.91134,0.02506,-0.00961,-0.08851,0.09249
9.90833,9.99992,-7.49994,14.99989,10.02532,-7.50953,14.91139,0.02539,-0.00959,-0.08850,0.09257
9.91667,9.99994,-7.49996,14.99991,10.02566,-7.50953,14.91143,0.02572,-0.00957,-0.08848,0.09264
9.92500,9.99996,-7.49997,14.99994,10.02600,-7.50952,14.91147,0.02604,-0.00955,-0.08847,0.09272
9.93333,9.99997,-7.49998,14.99996,10.02632,-7.50951,14.91150,0.02635,-0.00953,-0.08846,0.09279
