time_sec,x_ref,y_ref,z_ref,x_actual,y_actual,z_actual,error_x,error_y,error_z,total_error
11.90833,10.00000,-7.50000,15.00000,10.00789,-7.50679,14.91601,0.00789,-0.00679,-0.08399,0.08463
11.91667,10.00000,-7.50000,15.00000,10.00788,-7.50677,14.91605,0.00788,-0.00677,-0.08395,0.08459
11.92500,10.00000,-7.50000,15.00000,10.00787,-7.50674,14.91609,0.00787,-0.00674,-0.08391,0.08455
11.93333,10.00000,-7.50000,15.00000,10.00785,-7.50672,14.91613,0.00785,-0.00672,-0.08387,0.08450
11.94167,10.00000,-7.50000,15.00000,10.00784,-7.50670,14.91617,0.00784,-0.00670,-0.08383,0.08446
11.95000,10.00000,-7.50000,15.00000,10.00783,-7.50667,14.91621,0.00783,-0.00667,-0.08379,0.08442
11.95833,10.00000,-7.50000,15.00000,10.00782,-7.50665,14.91625,0.00782,-0.00665,-0.08375,0.08438
11.96667,10.00000,-7.50000,15.00000,10.00781,-7.50663,14.91629,0.00781,-0.00663,-0.08371,0.08433
11.97500,10.00000,-7.50000,15.00000,10.00780,-7.50661,14.91633,0.00780,-0.00661,-0.08367,0.08429
11.98333,10.00000,-7.50000,15.00000,10.00779,-7.50659,14.91637,0.00779,-0.00659,-0.08363,0.08425
11.99167,10.00000,-7.50000,15.00000,10.00778,-7.50657,14.91641,0.00778,-0.00657,-0.08359,0.08421
12.00000,10.00000,-7.50000,15.00000,10.00777,-7.50655,14.91645,0.00777,-0.00655,-0.08355,0.08417
12.00833,10.00000,-7.50000,15.00000,10.00776,-7.50653,14.91649,0.00776,-0.00653,-0.08351,0.08412
12.01667,10.00000,-7.50000,15.00000,10.00776,-7.50651,14.91653,0.00776,-0.00651,-0.08347,0.08408
12.02500,10.00000,-7.50000,15.00000,10.00775,-7.50649,14.91657,0.00775,-0.00649,-0.08343,0.08404
12.03333,10.00000,-7.50000,15.00000,10.00774,-7.50647,14.91661,0.00774,-0.00647,-0.08339,0.08400
12.04167,10.00000,-7.50000,15.00000,10.00774,-7.50645,14.91665,0.00774,-0.00645,-0.08335,0.08396
12.05000,10.00000,-7.50000,15.00000,10.00773,-7.50643,14.91669,0.00773,-0.00643,-0.08331,0.08392
12.05833,10.00000,-7.50000,15.00000,10.00773,-7.50641,14.91673,0.00773,-0.00641,-0.08327,0.08387
12.06667,10.00000,-7.50000,15.00000,10.00772,-7.50640,14.91677,0.00772,-0.00640,-0.08323,0.08383
12.07500,10.00000,-7.50000,15.00000,10.00772,-7.50638,14.91681,0.00772,-0.00638,-0.08319,0.08379
12.08333,10.00000,-7.50000,15.00000,10.00771,-7.50636,14.91685,0.00771,-0.00636,-0.08315,0.08375
12.09167,10.00000,-7.50000,15.00000,10.00771,-7.50634,14.91689,0.00771,-0.00634,-0.08311,0.08371
12.10000,10.00000,-7.50000,15.00000,10.00771,-7.50633,14.91693,0.00771,-0.00633,-0.08307,0.08367
12.10833,10.00000,-7.50000,15.00000,10.00770,-7.50631,14.91697,0.00770,-0.00631,-0.08303,0.08363
12.11667,10.00000,-7.50000,15.00000,10.00770,-7.50630,14.91701,0.00770,-0.00630,-0.08299,0.08359
12.12500,10.00000,-7.50000,15.00000,10.00770,-7.50628,14.91705,0.00770,-0.00628,-0.08295,0.08355
12.13333,10.00000,-7.50000,15.00000,10.00770,-7.50626,14.91709,0.00770,-0.00626,-0.08291,0.08351
12.14167,10.00000,-7.50000,15.00000,10.00769,-7.50625,14.91713,0.00769,-0.00625,-0.08287,0.08346
12.15000,10.00000,-7.50000,15.00000,10.00769,-7.50623,14.91717,0.00769,-0.00623,-0.08283,0.08342
12.15833,10.00000,-7.50000,15.00000,10.00769,-7.50622,14.91721,0.00769,-0.00622,-0.08279,0.08338
12.16667,10.00000,-7.50000,15.00000,10.00769,-7.50621,14.91725,0.00769,-0.00621,-0.08275,0.08334
12.17500,10.00000,-7.50000,15.00000,10.00769,-7.50619,14.91729,0.00769,-0.00619,-0.08271,0.08330
12.18333,10.00000,-7.50000,15.00000,10.00769,-7.50618,14.91732,0.00769,-0.00618,-0.08268,0.08326
12.19167,10.00000,-7.50000,15.00000,10.00769,-7.50616,14.91736,0.00769,-0.00616,-0.08264,0.08322
12.20000,10.00000,-7.50000,15.00000,10.00769,-7.50615,14.91740,0.00769,-0.00615,-0.08260,0.08318
12.20833,10.00000,-7.50000,15.00000,10.00769,-7.50614,14.91744,0.00769,-0.00614,-0.08256,0.08314
12.21667,10.00000,-7.50000,15.00000,10.00769,-7.50613,14.91748,0.00769,-0.00613,-0.08252,0.08310
12.22500,10.00000,-7.50000,15.00000,10.00769,-7.50611,14.91752,0.00769,-0.00611,-0.08248,0.08306
12.23333,10.00000,-7.50000,15.00000,10.00770,-7.50610,14.91756,0.00770,-0.00610,-0.08244,0.08302
12.24167,10.00000,-7.50000,15.00000,10.00770,-7.50609,14.91760,0.00770,-0.00609,-0.08240,0.08298
12.25000,10.00000,-7.50000,15.00000,10.00770,-7.50608,14.91764,0.00770,-0.00608,-0.08236,0.08294
12.25833,10.00000,-7.50000,15.00000,10.00770,-7.50607,14.91768,0.00770,-0.00607,-0.08232,0.08290
12.26667,10.00000,-7.50000,15.00000,10.00770,-7.50606,14.91772,0.00770,-0.00606,-0.08228,0.08286
12.27500,10.00000,-7.50000,15.00000,10.00771,-7.50604,14.91776,0.00771,-0.00604,-0.08224,0.08282
12.28333,10.00000,-7.50000,15.00000,10.00771,-7.50603,14.91780,0.00771,-0.00603,-0.08220,0.08278
12.29167,10.00000,-7.50000,15.00000,10.00771,-7.50602,14.91784,0.00771,-0.00602,-0.08216,0.08274
12.30000,10.00000,-7.50000,15.00000,10.00771,-7.50601,14.91788,0.00771,-0.00601,-0.08212,0.08270
12.30833,10.00000,-7.50000,15.00000,10.00772,-7.50600,14.91792,0.00772,-0.00600,-0.08208,0.08266
12.31667,10.00000,-7.50000,15.00000,10.00772,-7.50599,14.91796,0.00772,-0.00599,-0.08204,0.08262
12.32500,10.00000,-7.50000,15.00000,10.00772,-7.50598,14.91800,0.00772,-0.00598,-0.08200,0.08258
12.33333,10.00000,-7.50000,15.00000,10.00773,-7.50598,14.91804,0.00773,-0.00598,-0.08196,0.08254
12.34167,10.00000,-7.50000,15.00000,10.00773,-7.50597,14.91808,0.00773,-0.00597,-0.08192,0.08250
12.35000,10.00000,-7.50000,15.00000,10.00773,-7.50596,14.91812,0.00773,-0.00596,-0.08188,0.08246
12.35833,10.00000,-7.50000,15.00000,10.00774,-7.50595,14.91816,0.00774,-0.00595,-0.08184,0.08242
12.36667,10.00000,-7.50000,15.00000,10.00774,-7.50594,14.91820,0.00774,-0.00594,-0.08180,0.08238
12.37500,10.00000,-7.50000,15.00000,10.00775,-7.50593,14.91823,0.00775,-0.00593,-0.08177,0.08235
12.38333,10.00000,-7.50000,15.00000,10.00775,-7.50593,14.91827,0.00775,-0.00593,-0.08173,0.08231
12.39167,10.00000,-7.50000,15.00000,10.00776,-7.50592,14.91831,0.00776,-0.00592,-0.08169,0.08227
12.40000,10.00000,-7.50000,15.00000,10.00776,-7.50591,14.91835,0.00776,-0.00591,-0.08165,0.08223
12.40833,10.00000,-7.50000,15.00000,10.00776,-7.50590,14.91839,0.00776,-0.00590,-0.08161,0.08219
12.41667,10.00000,-7.50000,15.00000,10.00777,-7.50590,14.91843,0.00777,-0.00590,-0.08157,0.08215
12.42500,10.00000,-7.50000,15.00000,10.00777,-7.50589,14.91847,0.00777,-0.00589,-0.08153,0.08211
12.43333,10.00000,-7.50000,15.00000,10.00778,-7.50588,14.91851,0.00778,-0.00588,-0.08149,0.08207
12.44167,10.00000,-7.50000,15.00000,10.00778,-7.50588,14.91855,0.00778,-0.00588,-0.08145,0.08203
12.45000,10.00000,-7.50000,15.00000,10.00779,-7.50587,14.91859,0.00779,-0.00587,-0.08141,0.08199
12.45833,10.00000,-7.50000,15.00000,10.00779,-7.50586,14.91863,0.00779,-0.00586,-0.08137,0.08195
12.46667,10.00000,-7.50000,15.00000,10.00780,-7.50586,14.91867,0.00780,-0.00586,-0.08133,0.08192
12.47500,10.00000,-7.50000,15.00000,10.00780,-7.50585,14.91871,0.00780,-0.00585,-0.08129,0.08188
12.48333,10.00000,-7.50000,15.00000,10.00781,-7.50585,14.91875,0.00781,-0.00585,-0.08125,0.08184
12.49167,10.00000,-7.50000,15.00000,10.00781,-7.50584,14.91878,0.00781,-0.00584,-0.08122,0.08180
12.50000,10.00000,-7.50000,15.00000,10.00782,-7.50584,14.91882,0.00782,-0.00584,-0.08118,0.08176
12.50833,10.00000,-7.50000,15.00000,10.00782,-7.50583,14.91886,0.00782,-0.00583,-0.08114,0.08172
12.51667,10.00000,-7.50000,15.00000,10.00783,-7.50583,14.91890,0.00783,-0.00583,-0.08110,0.08168
12.52500,10.00000,-7.50000,15.00000,10.00783,-7.50582,14.91894,0.00783,-0.00582,-0.08106,0.08164
12.53333,10.00000,-7.50000,15.00000,10.00784,-7.50582,14.91898,0.00784,-0.00582,-0.08102,0.08161
12.54167,10.00000,-7.50000,15.00000,10.00785,-7.50581,14.91902,0.00785,-0.00581,-0.08098,0.08157
12.55000,10.00000,-7.50000,15.00000,10.00785,-7.50581,14.91906,0.00785,-0.00581,-0.08094,0.08153
12.55833,10.00000,-7.50000,15.00000,10.00786,-7.50580,14.91910,0.00786,-0.00580,-0.08090,0.08149
12.56667,10.00000,-7.50000,15.00000,10.00786,-7.50580,14.91914,0.00786,-0.00580,-0.08086,0.08145
12.57500,10.00000,-7.50000,15.00000,10.00787,-7.50580,14.91918,0.00787,-0.00580,-0.08082,0.08141
12.58333,10.00000,-7.50000,15.00000,10.00787,-7.50579,14.91921,0.00787,-0.00579,-0.08079,0.08137
12.59167,10.00000,-7.50000,15.00000,10.00788,-7.50579,14.91925,0.00788,-0.00579,-0.08075,0.08134
12.60000,10.00000,-7.50000,15.00000,10.00788,-7.50579,14.91929,0.00788,-0.00579,-0.08071,0.08130
12.60833,10.00000,-7.50000,15.00000,10.00789,-7.50578,14.91933,0.00789,-0.00578,-0.08067,0.08126
12.61667,10.00000,-7.50000,15.00000,10.00789,-7.50578,14.91937,0.00789,-0.00578,-0.08063,0.08122
12.62500,10.00000,-7.50000,15.00000,10.00790,-7.50578,14.91941,0.00790,-0.00578,-0.08059,0.08118
12.63333,10.00000,-7.50000,15.00000,10.00790,-7.50577,14.91945,0.00790,-0.00577,-0.08055,0.08114
12.64167,10.00000,-7.50000,15.00000,10.00791,-7.50577,14.91949,0.00791,-0.00577,-0.08051,0.08111
12.65000,10.00000,-7.50000,15.00000,10.00792,-7.50577,14.91953,0.00792,-0.00577,-0.08047,0.08107
12.65833,10.00000,-7.50000,15.00000,10.00792,-7.50577,14.91956,0.00792,-0.00577,-0.08044,0.08103
12.66667,10.00000,-7.50000,15.00000,10.00793,-7.50576,14.91960,0.00793,-0.00576,-0.08040,0.08099
12.67500,10.00000,-7.50000,15.00000,10.00793,-7.50576,14.91964,0.00793,-0.00576,-0.08036,0.08095
12.68333,10.00000,-7.50000,15.00000,10.00794,-7.50576,14.91968,0.00794,-0.00576,-0.08032,0.08092
12.69167,10.00000,-7.50000,15.00000,10.00794,-7.50576,14.91972,0.00794,-0.00576,-0.08028,0.08088
12.70000,10.00000,-7.50000,15.00000,10.00795,-7.50575,14.91976,0.00795,-0.00575,-0.08024,0.08084
12.70833,10.00000,-7.50000,15.00000,10.00795,-7.50575,14.91980,0.00795,-0.00575,-0.08020,0.08080
12.71667,10.00000,-7.50000,15.00000,10.00796,-7.50575,14.91984,0.00796,-0.00575,-0.08016,0.08076
12.72500,10.00000,-7.50000,15.00000,10.00796,-7.50575,14.91987,0.00796,-0.00575,-0.08013,0.08073
12.73333,10.00000,-7.50000,15.00000,10.00797,-7.50575,14.91991,0.00797,-0.00575,-0.08009,0.08069
12.74167,10.00000,-7.50000,15.00000,10.00797,-7.50575,14.91995,0.00797,-0.00575,-0.08005,0.08065
12.75000,10.00000,-7.50000,15.00000,10.00798,-7.50574,14.91999,0.00798,-0.00574,-0.08001,0.08061
12.75833,10.00000,-7.50000,15.00000,10.00798,-7.50574,14.92003,0.00798,-0.00574,-0.07997,0.08057
12.76667,10.00000,-7.50000,15.00000,10.00799,-7.50574,14.92007,0.00799,-0.00574,-0.07993,0.08054
12.77500,10.00000,-7.50000,15.00000,10.00799,-7.50574,14.92011,0.00799,-0.00574,-0.07989,0.08050
12.78333,10.00000,-7.50000,15.00000,10.00800,-7.50574,14.92014,0.00800,-0.00574,-0.07986,0.08046
12.79167,10.00000,-7.50000,15.00000,10.00800,-7.50574,14.92018,0.00800,-0.00574,-0.07982,0.08042
12.80000,10.00000,-7.50000,15.00000,10.00801,-7.50574,14.92022,0.00801,-0.00574,-0.07978,0.08038
12.80833,10.00000,-7.50000,15.00000,10.00801,-7.50574,14.92026,0.00801,-0.00574,-0.07974,0.08035
12.81667,10.00000,-7.50000,15.00000,10.00802,-7.50573,14.92030,0.00802,-0.00573,-0.07970,0.08031
12.82500,10.00000,-7.50000,15.00000,10.00802,-7.50573,14.92034,0.00802,-0.00573,-0.07966,0.08027
12.83333,10.00000,-7.50000,15.00000,10.00802,-7.50573,14.92037,0.00802,-0.00573,-0.07963,0.08023
12.84167,10.00000,-7.50000,15.00000,10.00803,-7.50573,14.92041,0.00803,-0.00573,-0.07959,0.08020
12.85000,10.00000,-7.50000,15.00000,10.00803,-7.50573,14.92045,0.00803,-0.00573,-0.07955,0.08016
12.85833,10.00000,-7.50000,15.00000,10.00804,-7.50573,14.92049,0.00804,-0.00573,-0.07951,0.08012
12.86667,10.00000,-7.50000,15.00000,10.00804,-7.50573,14.92053,0.00804,-0.00573,-0.07947,0.08008
12.87500,10.00000,-7.50000,15.00000,10.00805,-7.50573,14.92057,0.00805,-0.00573,-0.07943,0.08005
12.88333,10.00000,-7.50000,15.00000,10.00805,-7.50573,14.92060,0.00805,-0.00573,-0.07940,0.08001
12.89167,10.00000,-7.50000,15.00000,10.00805,-7.50573,14.92064,0.00805,-0.00573,-0.07936,0.07997
12.90000,10.00000,-7.50000,15.00000,10.00806,-7.50573,14.92068,0.00806,-0.00573,-0.07932,0.07993
12.90833,10.00000,-7.50000,15.00000,10.00806,-7.50573,14.92072,0.00806,-0.00573,-0.07928,0.07990
12.91667,10.00000,-7.50000,15.00000,10.00807,-7.50573,14.92076,0.00807,-0.00573,-0.07924,0.07986
12.92500,10.00000,-7.50000,15.00000,10.00807,-7.50573,14.92080,0.00807,-0.00573,-0.07920,0.07982
12.93333,10.00000,-7.50000,15.00000,10.00807,-7.50573,14.92083,0.00807,-0.00573,-0.07917,0.07978
12.94167,10.00000,-7.50000,15.00000,10.00808,-7.50573,14.92087,0.00808,-0.00573,-0.07913,0.07975
12.95000,10.00000,-7.50000,15.00000,10.00808,-7.50573,14.92091,0.00808,-0.00573,-0.07909,0.07971
12.95833,10.00000,-7.50000,15.00000,10.00808,-7.50573,14.92095,0.00808,-0.00573,-0.07905,0.07967
12.96667,10.00000,-7.50000,15.00000,10.00809,-7.50573,14.92099,0.00809,-0.00573,-0.07901,0.07963
12.97500,10.00000,-7.50000,15.00000,10.00809,-7.50573,14.92102,0.00809,-0.00573,-0.07898,0.07960
12.98333,10.00000,-7.50000,15.00000,10.00809,-7.50573,14.92106,0.00809,-0.00573,-0.07894,0.07956
12.99167,10.00000,-7.50000,15.00000,10.00810,-7.50573,14.92110,0.00810,-0.00573,-0.07890,0.07952
